Upplýsingar úr Slysaskrá Samgöngustofu;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
DAGS;TÍMI;MEIÐSLI;STAÐSETNING;FLOKKUR;ÖKUTÆKI1;ÖKUTÆKI2;ÖKUTÆKI3;ÖKUTÆKI4;ÖKUTÆKI5;SLASAÐIR1;SLASAÐIR2;SLASAÐIR3;SLASAÐIR4;SLASAÐIR5;SLASAÐIR6
30.11.2018;16:49:00;Alvarleg slys;Reykjanesbraut, Hvaleyrarholt;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;;;;38 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
29.11.2018;18:55:00;Alvarleg slys;Höfðabakki, Milli Dominos og Nigns  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;20 ára Karl, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;19 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;25 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;30 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;;
26.11.2018;17:48:00;Alvarleg slys;Gullsmári, nr. 10, þar fyrir neðan  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;83 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
23.11.2018;19:53:00;Alvarleg slys;Hringvegur, Sesseljubúð, á miðri heiðinni, Grjótá, hjá;Útafakstur og bílveltur;Fólksbifreið;;;;;63 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;30 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Alvarlega slasaður;6 ára Kona, Farþegi í aftursæti m, Fólksbifreið, Alvarlega slasaður;68 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;
21.11.2018;10:53:00;Alvarleg slys;Hofsstaðabraut,Víðilundur, Grenilundur  Við gatamótin;Annað;Fólksbifreið;;;;;88 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Alvarlega slasaður;;;;;
18.11.2018;17:27:00;Alvarleg slys;Fífuhvammsvegur, á hringtorginu við flatbökuna;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;69 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
17.11.2018;15:27:00;Alvarleg slys;Kringlumýrarbraut, Sæbraut  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;9 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;11 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;14 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;20 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;
15.11.2018;03:20:00;Alvarleg slys;Ófeigstangi, Við netaverkstæði S-Þ;Ekið á hlut á eða við akbraut;Fólksbifreið;;;;;33 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;;
14.11.2018;08:15:00;Alvarleg slys;Álfaskeið/Flatahraun;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;55 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
14.11.2018;00:50:00;Alvarleg slys;Höfðabakkabrú, ;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;30 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;48 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
13.11.2018;15:23:00;Alvarleg slys;Eggertsgata, Hverfastöð  -  Á eða við bifreiðastæði;Slys á óvörðum vegfaranda;Vörubifreið I;;;;;35 ára Kona, Fótgangandi, Vörubifreið I, Alvarlega slasaður;;;;;
13.11.2018;06:46:00;Alvarleg slys;Hringvegur, Norðan við Fellabæ;Útafakstur og bílveltur;Fólksbifreið;;;;;76 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
11.11.2018;02:35:00;Alvarleg slys;Bústaðavegur;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;35 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
9.11.2018;13:52:00;Alvarleg slys;Hringvegur, Víkurskarð, austast  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;64 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
6.11.2018;07:45:00;Alvarleg slys;Suðurstrandarvegur;Útafakstur og bílveltur;Fólksbifreið;;;;;33 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
29.10.2018;19:08:00;Alvarleg slys;Langholt, Bónus, þar við  -   ;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;59 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
15.10.2018;12:36:00;Alvarleg slys;Reykjanesbraut, Bústaðavegur;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;54 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;52 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;
14.10.2018;09:48:00;Alvarleg slys;Furugrund  -  Nr. 76, þar við,;Slys á óvörðum vegfaranda;Reiðhjól;;;;;59 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
10.10.2018;07:52:00;Alvarleg slys;Vesturlandsvegur, Galtarvík, hjá;Aftanákeyrsla;Fólksbifreið;Hópbifreið II;;;;19 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
9.10.2018;12:45:00;Alvarleg slys;Borgarfjarðarvegur, Seyðisfjarðarvegur  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;26 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;24 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;
1.10.2018;17:01:00;Alvarleg slys;Hringvegur, Námaskarð, upp á, vestantil;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;;;;48 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;67 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;
29.9.2018;12:46:00;Alvarleg slys;Gangbraut við Tryggvagötu;Slys á óvörðum vegfaranda;Reiðhjól;;;;;36 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
27.9.2018;22:58:00;Alvarleg slys;Dalbraut  -  Krónan, þar bakvið;Annað;Fólksbifreið;;;;;16 ára Karl, Farþegi í aftursæti m, Fólksbifreið, Alvarlega slasaður;;;;;
26.9.2018;14:47:00;Alvarleg slys;Suðurlandsvegur, Sandskeið, Bláfjallaafleggjari, hjá, vestur;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;Fólksbifreið;;;28 ára Karl, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;45 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;55 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;33 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;25 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;
24.9.2018;16:23:00;Alvarleg slys;Hörgárbraut, gangbraut, norðan við Glerá  -  Gangbraut;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;5 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
22.9.2018;12:46:00;Alvarleg slys;Fimmvörðuháls ;Útafakstur og bílveltur;Torfæruhjól;;;;;44 ára Karl, Ökumaður, Torfæruhjól, Alvarlega slasaður;;;;;
21.9.2018;10:24:00;Alvarleg slys;Smiðjuvegur, Hringtorg á móts við Fossvogsbrún  -  Á eða við akbraut;Annað;Fólksbifreið;Fólksbifreið;;;;26 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;;
19.9.2018;11:20:00;Alvarleg slys;Baugakór  -  Hörðuvallaskóli, við;Slys á óvörðum vegfaranda;Reiðhjól;;;;;14 ára Karl, Fótgangandi, Reiðhjól, Alvarlega slasaður;;;;;
16.9.2018;13:10:00;Alvarleg slys;Sprengisandsleið, Kiðagilshnjúkur, norðan;Fall af bifhjóli;Fólksbifreið;;;;;55 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
12.9.2018;19:36:00;Alvarleg slys;Fossagil,  Fákagil -  Á eða við akbraut;Fall af bifhjóli;Þungt bifhjól;;;;;53 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
12.9.2018;00:48:00;Alvarleg slys;Suðurlandsbraut, Fákafen, við  -  Á eða við akbraut;Fall af bifhjóli;Þungt bifhjól;;;;;33 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
10.9.2018;19:30:00;Alvarleg slys;Vesturlandsvegur, Leirvogstunga, við;Framanákeyrsla;Fólksbifreið;Fólksbifreið;Fólksbifreið;Vörubifreið II;;2 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;33 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;51 ára Kona, Ökumaður, Fólksbifreið, Lítið slasaður;;;
8.9.2018;12:21:00;Alvarleg slys;Suðurstrandarvegur, Krísuvíkurvegur, vestan við;Útafakstur og bílveltur;Fólksbifreið;;;;;80 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
8.9.2018;08:18:00;Alvarleg slys;Hvíldarklettur  -  Vegslóði  frá Bjarnarhýði ;Fall af bifhjóli;Torfæruhjól;;;;;25 ára Karl, Ökumaður, Torfæruhjól, Alvarlega slasaður;;;;;
3.9.2018;11:52:00;Alvarleg slys;Siglufjarðarvegur, í Fljótum - rétt áður en komið er  að Ketilsás;Útafakstur og bílveltur;Vörubifreið II;;;;;33 ára Karl, Ökumaður, Vörubifreið II, Alvarlega slasaður;;;;;
27.8.2018;16:02:00;Alvarleg slys;Móavegur, Hagalækur, hjá;Hliðarákeyrsla;Fólksbifreið;Sendibifreið;;;;4 ára Karl, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;2 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;25 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;20 ára Karl, Farþegi í aftursæti v, Sendibifreið, Lítið slasaður;18 ára Karl, Ökumaður, Sendibifreið, Lítið slasaður;
26.8.2018;23:56:00;Alvarleg slys;Fjallakór  -  nr 11, við;Slys á óvörðum vegfaranda;Reiðhjól;;;;;21 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
26.8.2018;12:55:00;Alvarleg slys;Suðurlandsvegur, Meðallandsvegur, austan við  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;67 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;41 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;15 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Alvarlega slasaður;;;
22.8.2018;16:30:00;Alvarleg slys;Svartárdalsvegur, Bergstaðakirkja, á móti  -  Á eða við akbraut;Annað;Fólksbifreið;;;;;79 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
22.8.2018;15:37:00;Alvarleg slys;Breiðholtsbraut, Vatnsendahvarf gatnamót  -  ;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;13 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
20.8.2018;17:28:00;Alvarleg slys;Vatnsnesvegur, Syðri-Þverá, þar við;Útafakstur og bílveltur;Fólksbifreið;;;;;71 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;;
19.8.2018;03:01:00;Alvarleg slys;Lækjargata, Við hús nr. 4  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;33 ára Kona, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
17.8.2018;14:28:00;Alvarleg slys;Djúpvegur, Hestfjörður  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;78 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;73 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;
16.8.2018;20:13:00;Alvarleg slys;Vefarastræti, Gata við nr. 18;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;9 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
12.8.2018;19:28:00;Alvarleg slys;Norðurlandsvegur, Skagastrandarvegur, við afleggjara;Útafakstur og bílveltur;Fólksbifreið;;;;;32 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
11.8.2018;14:52:00;Alvarleg slys;Reykjanesbraut, Kaffitár, austan við  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;30 ára Karl, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;27 ára Karl, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;44 ára Karl, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;;;
8.8.2018;12:11:00;Alvarleg slys;Suðurlandsvegur, Kambarnir;Útafakstur og bílveltur;Vörubifreið II;;;;;46 ára Karl, Ökumaður, Vörubifreið II, Alvarlega slasaður;;;;;
8.8.2018;07:43:00;Alvarleg slys;Fífuhvammsvegur  -  Fitjalind, við;Slys á óvörðum vegfaranda;Reiðhjól;;;;;23 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
7.8.2018;12:59:00;Alvarleg slys;Vesturlandsvegur, Svignaskarð, við  -  Á eða við akbraut;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;;;;28 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
6.8.2018;17:13:00;Alvarleg slys;Heiðarvegur, Strýpsvegur- Heiðmörk;Slys á óvörðum vegfaranda;Reiðhjól;;;;;29 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
6.8.2018;07:57:00;Alvarleg slys;Háteigsvegur, Rauðarárstígur ;Slys á óvörðum vegfaranda;Reiðhjól;;;;;66 ára Kona, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
5.8.2018;19:19:00;Alvarleg slys;Kjarnavegur  -  bifreiðastæði við Skógræktina, austan við;Slys á óvörðum vegfaranda;Reiðhjól;;;;;35 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
3.8.2018;13:57:00;Alvarleg slys;Suðurlandsvegur, Austan við Lækjarholt  -  Á eða við akbraut;Framanákeyrsla;Fólksbifreið;Þungt bifhjól;;;;62 ára Kona, Farþegi í aftursæti m, Þungt bifhjól, Alvarlega slasaður;66 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;
3.8.2018;07:57:00;Alvarleg slys;Skarðshlíð 22, framan við hús  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Reiðhjól;Fólksbifreið;;;;59 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
31.7.2018;12:51:00;Alvarleg slys;Austurvegur, Hópsbraut  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;38 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;97 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
30.7.2018;17:16:00;Alvarleg slys;Hafnarvegur, á gatnamótum Hafnarvegs og Þjóðvegs 1  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Vörubifreið II;;;;88 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;23 ára Karl, Ökumaður, Vörubifreið II, Lítið slasaður;;;;
25.7.2018;17:14:00;Alvarleg slys;Goðanes, mót við vesturenda húss nr. 14;Slys á óvörðum vegfaranda;Ökutæki ekki í Ekju;Sendibifreið;;;;40 ára Kona, Fótgangandi, Sendibifreið, Alvarlega slasaður;;;;;
25.7.2018;16:09:00;Alvarleg slys;Suðurlandsvegur, Ölfusborgir, við  -  Á eða við akbraut;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;Fólksbifreið;;;38 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;31 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;4 ára Karl, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;12 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;8 ára Karl, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;19 ára Karl, Farþegi í framsæti, Fólksbifreið, Lítið slasaður
25.7.2018;11:49:00;Alvarleg slys;Suðurlandsvegur  -  Hólmsá, við;Framanákeyrsla;Fólksbifreið;Vörubifreið II;;;;37 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;69 ára Karl, Ökumaður, Vörubifreið II, Lítið slasaður;;;;
25.7.2018;07:36:00;Alvarleg slys;Hringvegur, Fáskrúðsfjarðargöng, norðan við;Útafakstur og bílveltur;Fólksbifreið;;;;;19 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;;;;;
22.7.2018;13:55:54;Alvarleg slys;Katrínartún;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;33 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
18.7.2018;13:18:00;Alvarleg slys;Kroppur, Jólagarðurinn, bifreiðastæði  -  Á eða við bifreiðastæði;Slys á óvörðum vegfaranda;Fólksbifreið;;;;;5 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
17.7.2018;19:48:00;Alvarleg slys;Sjávarbraut;Fall af bifhjóli;Þungt bifhjól;;;;;16 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
17.7.2018;07:48:00;Alvarleg slys;Nesjavallaleið;Slys á óvörðum vegfaranda;Reiðhjól;;;;;50 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
16.7.2018;16:50:00;Alvarleg slys;Kalkofnsvegur,  Sæbraut, Harpa, hjá;Hliðarákeyrsla;Þungt bifhjól;Fólksbifreið;;;;43 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
15.7.2018;18:36:00;Alvarleg slys;Höfðavegur,Ofanleitisbegur   -  Á/við gatnamót;Hliðarákeyrsla;Fólksbifreið;Ökutæki ekki í Ekju;;;;65 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
15.7.2018;18:18:00;Alvarleg slys;Reykjanesbraut, við Grindavíkurafleggjara  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;20 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
9.7.2018;12:13:00;Alvarleg slys;Snæfellsvegur, Kvíabryggjuvegur  -  Á eða við akbraut;Hliðarákeyrsla;Fólksbifreið;Fólksbifreið;;;;33 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;6 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;4 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Lítið slasaður;42 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;35 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;32 ára Kona, Farþegi í framsæti, Fólksbifreið, Lítið slasaður
8.7.2018;15:27:00;Alvarleg slys;Dynskógar;Slys á óvörðum vegfaranda;Reiðhjól;;;;;11 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
5.7.2018;15:54:00;Alvarleg slys;Barðastrandarvegur, Miðhlíð Innri  -  Á eða við akbraut;Fall af bifhjóli;Þungt bifhjól;;;;;53 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
1.7.2018;11:10:00;Alvarleg slys;Akrafjallsvegur, Við Fellsendaveg  -  Á/við gatnamót;Aftanákeyrsla;Fólksbifreið;Fólksbifreið;;;;22 ára Karl, Farþegi í framsæti, Fólksbifreið, Lítið slasaður;22 ára Karl, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;22 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;22 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;27 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;
28.6.2018;17:36:00;Alvarleg slys;Ólafsfjarðarvegur, við Brúnastaði ;Fall af bifhjóli;Þungt bifhjól;;;;;30 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
26.6.2018;16:43:00;Alvarleg slys;Vesturlandsvegur, Rampur inn á suðurlandsveg;Fall af bifhjóli;Fólksbifreið;Þungt bifhjól;;;;60 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
25.6.2018;17:23:00;Alvarleg slys;Norðurlandsvegur,  Uppsalir;Framanákeyrsla;Fólksbifreið;Fólksbifreið;;;;69 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;70 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;77 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;
25.6.2018;16:17:00;Alvarleg slys;Vatnagarðar,   ;Ekið á hlut á eða við akbraut;Reiðhjól;Vörubifreið II;;;;26 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
19.6.2018;16:04:00;Alvarleg slys;Hafnarstræti, Hamborgarafabrikkan, við  -  Á eða við akbraut;Slys á óvörðum vegfaranda;Fólksbifreið;Fólksbifreið;;;;89 ára Karl, Fótgangandi, Fólksbifreið, Alvarlega slasaður;;;;;
16.6.2018;04:48:00;Alvarleg slys;Hringvegur, Syðri-Bægisá, sunnan við.;Útafakstur og bílveltur;Fólksbifreið;;;;;56 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;11 ára Kona, Farþegi í aftursæti h, Fólksbifreið, Lítið slasaður;48 ára Kona, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;
15.6.2018;17:27:00;Alvarleg slys;Sörlaskjól nr. 76 móts við ;Slys á óvörðum vegfaranda;Reiðhjól;;;;;23 ára Kona, Fótgangandi, Reiðhjól, Alvarlega slasaður;;;;;
14.6.2018;18:02:00;Alvarleg slys;Holtavegur,  Skipasund, við;Hliðarákeyrsla;Reiðhjól;Fólksbifreið;;;;15 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Lítið slasaður;14 ára Karl, Farþegi reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;
14.6.2018;14:37:00;Alvarleg slys;Reykjanesbraut, Bústaðavegur, Sprengisandur, hjá;Aftanákeyrsla;Fólksbifreið;Vörubifreið I;Fólksbifreið;Fólksbifreið;;9 ára Kona, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;37 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
13.6.2018;17:35:00;Alvarleg slys;Grenivíkurvegur, Jarlsstaðir - hjá  -  Á eða við akbraut;Framanákeyrsla;Fólksbifreið;Fólksbifreið;;;;60 ára Kona, Ökumaður, Fólksbifreið, Alvarlega slasaður;17 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;;;;
13.6.2018;11:24:00;Alvarleg slys;Hringvegur, Svelgsá, norðan við  -  Á eða við akbraut;Útafakstur og bílveltur;Fólksbifreið;;;;;59 ára Kona, Farþegi í aftursæti m, Fólksbifreið, Lítið slasaður;58 ára Karl, Farþegi í aftursæti v, Fólksbifreið, Alvarlega slasaður;;;;
4.6.2018;02:26:00;Alvarleg slys;Norðausturvegur, Haukamýrartúnið við hitaveituturninn;Útafakstur og bílveltur;Fólksbifreið;;;;;21 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
3.6.2018;22:28:00;Alvarleg slys;Borgarbraut, OB við Krambúð.  -  Á eða við akbraut;Hliðarákeyrsla;Þungt bifhjól;Fólksbifreið;;;;40 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
31.5.2018;19:00:00;Alvarleg slys; Svæðið milli leikskólans og Ægisgötu;Slys á óvörðum vegfaranda;Reiðhjól;;;;;39 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
29.5.2018;20:20:00;Alvarleg slys;Skólabraut, Bifreiðastæði við Fjölbrautaskólann í Garðabæ.;Fall af bifhjóli;Þungt bifhjól;;;;;47 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
25.5.2018;21:00:00;Alvarleg slys;Fjörgyn neðan við Grafarvogskirkju;Slys á óvörðum vegfaranda;Reiðhjól;;;;;67 ára Karl, Fótgangandi, Reiðhjól, Alvarlega slasaður;;;;;
22.5.2018;10:40:00;Alvarleg slys;Eyrarvegur, Húsasmiðjan, þar við;Hliðarákeyrsla;Sendibifreið;Fólksbifreið;;;;55 ára Karl, Ökumaður, Fólksbifreið, Lítið slasaður;68 ára Karl, Ökumaður, Sendibifreið, Alvarlega slasaður;;;;
20.5.2018;11:19:00;Alvarleg slys;Menntavegur  -  Háskólinn í Reykjavík, austan, Öskjuhlíð, stígur;Slys á óvörðum vegfaranda;Reiðhjól;;;;;49 ára Karl, Ökumaður reiðhjóls, Reiðhjól, Alvarlega slasaður;;;;;
19.5.2018;14:34:00;Alvarleg slys;Vesturvör, Bakkabraut, við;Útafakstur og bílveltur;Fólksbifreið;;;;;34 ára Karl, Farþegi í framsæti, Fólksbifreið, Alvarlega slasaður;;;;;
13.5.2018;19:00:00;Alvarleg slys;Þjórsárdalsvegur  -  Stóri Núpsvegur, vestan;Útafakstur og bílveltur;Fólksbifreið;Fólksbifreið;;;;51 ára Karl, Ökumaður, Fólksbifreið, Alvarlega slasaður;;;;;
13.5.2018;09:52:00;Alvarleg slys;Nesvegur;Fall af bifhjóli;Þungt bifhjól;Þungt bifhjól;;;;38 ára Karl, Ökumaður, Þungt bifhjól, Alvarlega slasaður;;;;;
